date,sunshine_hr,humidity_mean,temp_min,temp_mean,temp_max,temp_range
2008-04-26,11.96020277777778,10.166666666666666,25.3,33.208333333333336,41.4,16.099999999999998
2008-04-27,11.96604722222222,9.208333333333334,24.9,33.78333333333333,41.1,16.200000000000003
2008-04-28,11.971963888888888,9.0,24.1,33.84166666666667,40.8,16.699999999999996
2008-04-29,11.977944444444445,11.875,22.4,33.24583333333333,40.5,18.1
2008-04-30,11.205878472222217,11.666666666666666,28.5,34.025,38.8,10.299999999999995
2008-05-01,11.990086111111111,15.5,26.2,32.9,38.2,12.000000000000004
2008-05-02,11.996241666666666,14.958333333333334,24.2,33.49583333333333,39.8,15.599999999999998
2008-05-03,12.0,12.708333333333334,25.5,34.0875,41.0,15.5
2008-05-04,12.0,9.75,25.1,33.987500000000004,40.8,15.699999999999996
2008-05-05,12.0,10.208333333333334,23.2,33.5,40.9,17.7
2008-05-06,12.0,11.916666666666666,24.2,33.925000000000004,41.4,17.2
2008-05-07,12.0,14.166666666666666,28.6,35.2875,41.2,12.6
2008-05-08,12.0,13.708333333333334,25.9,34.449999999999996,41.5,15.6
2008-05-09,12.0,11.291666666666666,24.3,33.175000000000004,39.6,15.3
2008-05-10,12.0,12.875,23.1,31.916666666666668,38.6,15.5
2008-05-11,11.190203472222226,10.666666666666666,23.8,30.191666666666663,35.8,11.999999999999996
2008-05-12,12.0,8.041666666666666,20.1,29.6375,37.2,17.1
2008-05-13,11.190203472222226,7.75,20.2,29.4,35.3,15.099999999999998
2008-05-14,11.51928611111111,8.333333333333334,22.1,31.304166666666664,37.9,15.799999999999995
2008-05-15,11.190203472222226,9.583333333333334,23.8,32.12083333333333,39.0,15.2
2008-05-16,12.0,11.625,25.9,33.15833333333333,39.4,13.5
2008-05-17,12.0,12.125,25.2,33.416666666666664,39.9,14.7
2008-05-18,12.0,15.0,24.6,32.329166666666666,37.8,13.199999999999996
2008-05-19,12.0,16.708333333333332,24.7,31.545833333333334,37.1,12.400000000000002
2008-05-20,12.0,9.541666666666666,23.3,32.208333333333336,39.4,16.099999999999998
2008-05-21,12.00606111111111,8.416666666666666,24.1,32.266666666666666,39.4,15.299999999999995
2008-05-22,12.031594444444444,8.958333333333334,22.7,31.566666666666663,38.4,15.7
2008-05-23,12.057552777777778,8.166666666666666,22.3,31.604166666666668,38.5,16.2
2008-05-24,12.057383333333334,9.0,20.2,30.46666666666667,38.1,17.900000000000002
2008-05-25,12.057225,10.875,21.8,30.7875,38.1,16.3
2008-05-26,12.057083333333331,13.083333333333334,22.8,30.65416666666667,37.1,14.3
2008-05-27,12.056952777777775,13.583333333333334,22.5,30.475,36.8,14.299999999999995
2008-05-28,12.056841666666664,12.541666666666666,22.3,30.6,37.3,14.999999999999996
2008-05-29,12.056747222222224,9.375,22.3,31.90416666666667,39.4,17.099999999999998
2008-05-30,12.029375,9.583333333333334,24.3,34.045833333333334,41.0,16.7
2008-05-31,12.056613888888888,9.291666666666666,26.5,34.63333333333333,41.6,15.1
2008-06-01,12.029116666666669,11.125,25.5,35.525,43.0,17.5
2008-06-02,12.029030555555556,9.083333333333334,28.2,36.62916666666667,43.5,15.3
2008-06-03,12.028977777777778,10.833333333333334,28.6,36.86666666666667,43.0,14.4
2008-06-04,12.056566666666669,10.416666666666666,28.8,36.87083333333333,43.7,14.900000000000002
2008-06-05,12.00131111111111,11.458333333333334,27.9,36.69166666666667,43.3,15.4
2008-06-06,12.056661111111111,8.875,28.4,36.94583333333333,43.3,14.9
2008-06-07,12.056747222222224,9.458333333333334,27.6,36.05833333333333,42.7,15.1
2008-06-08,12.05686388888889,9.041666666666666,26.1,35.0625,42.0,15.9
2008-06-09,12.057008333333334,10.041666666666666,24.9,34.1875,41.2,16.300000000000004
2008-06-10,12.057172222222222,8.083333333333334,24.1,34.770833333333336,42.3,18.199999999999996
2008-06-11,12.057355555555556,10.916666666666666,25.0,35.9375,42.8,17.799999999999997
2008-06-12,12.057558333333333,8.25,29.7,38.19583333333333,45.2,15.500000000000004
2008-06-13,12.057777777777778,8.916666666666666,30.9,39.1,45.3,14.4
2008-06-14,12.0,9.291666666666666,32.2,38.35,43.9,11.699999999999996
2008-06-15,11.28188888888889,7.833333333333333,30.8,38.57083333333333,45.2,14.400000000000002
2008-06-16,11.689511111111113,8.833333333333334,31.8,39.170833333333334,44.7,12.900000000000002
